Timestamp,Latitude,Longitude,Timestamp,Date,Time,Hour,Weekday,StayPoint,StayptId,StayMeanLat,StayMeanLon,State,StateId,StateMeanLat,StateMeanLon
34:00.0,39.9811239,116.3293197,34:00.0,11/5/2008,19:34:00,19,2Wednesday,1,57,39.98092662,116.329341,-2,-1,-1,-1
35:00.0,39.98092663,116.3294151,35:00.0,11/5/2008,19:35:00,19,2Wednesday,1,57,39.98092662,116.329341,-2,-1,-1,-1
36:00.0,39.98081857,116.3293947,36:00.0,11/5/2008,19:36:00,19,2Wednesday,1,57,39.98092662,116.329341,-2,-1,-1,-1
37:00.0,39.98099825,116.3293491,37:00.0,11/5/2008,19:37:00,19,2Wednesday,1,57,39.98092662,116.329341,-2,-1,-1,-1
47:00.0,39.98078583,116.3293349,47:00.0,11/5/2008,19:47:00,19,2Wednesday,1,57,39.98092662,116.329341,-2,-1,-1,-1
48:00.0,39.98096983,116.3292507,48:00.0,11/5/2008,19:48:00,19,2Wednesday,1,57,39.98092662,116.329341,-2,-1,-1,-1
49:00.0,39.98092197,116.3293026,49:00.0,11/5/2008,19:49:00,19,2Wednesday,1,57,39.98092662,116.329341,-2,-1,-1,-1
50:00.0,39.98096387,116.3292708,50:00.0,11/5/2008,19:50:00,19,2Wednesday,1,57,39.98092662,116.329341,-2,-1,-1,-1
51:00.0,39.98107153,116.3291857,51:00.0,11/5/2008,19:51:00,19,2Wednesday,1,57,39.98092662,116.329341,-2,-1,-1,-1
52:00.0,39.98109637,116.3291998,52:00.0,11/5/2008,19:52:00,19,2Wednesday,1,57,39.98092662,116.329341,-2,-1,-1,-1
53:00.0,39.98111057,116.3291633,53:00.0,11/5/2008,19:53:00,19,2Wednesday,1,57,39.98092662,116.329341,-2,-1,-1,-1
54:00.0,39.98087377,116.3294253,54:00.0,11/5/2008,19:54:00,19,2Wednesday,1,57,39.98092662,116.329341,-2,-1,-1,-1
55:00.0,39.98077617,116.3294171,55:00.0,11/5/2008,19:55:00,19,2Wednesday,1,57,39.98092662,116.329341,-2,-1,-1,-1
56:00.0,39.98082819,116.3293016,56:00.0,11/5/2008,19:56:00,19,2Wednesday,1,57,39.98092662,116.329341,-2,-1,-1,-1
58:00.0,39.98082819,116.3293016,58:00.0,11/5/2008,19:58:00,19,2Wednesday,1,57,39.98092662,116.329341,-2,-1,-1,-1
58:00.0,39.98093938,116.3292377,58:00.0,11/5/2008,19:58:00,19,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
00:00.0,39.98093938,116.3292377,00:00.0,11/5/2008,20:00:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
01:00.0,39.9809517,116.3292297,01:00.0,11/5/2008,20:01:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
02:00.0,39.98088203,116.3292556,02:00.0,11/5/2008,20:02:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
03:00.0,39.98092847,116.3292857,03:00.0,11/5/2008,20:03:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
04:00.0,39.9809815,116.3292833,04:00.0,11/5/2008,20:04:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
13:00.0,39.98071033,116.329268,13:00.0,11/5/2008,20:13:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
14:00.0,39.98083463,116.3292986,14:00.0,11/5/2008,20:14:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
15:00.0,39.98096813,116.3293355,15:00.0,11/5/2008,20:15:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
16:00.0,39.98085667,116.3293225,16:00.0,11/5/2008,20:16:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
17:00.0,39.98079853,116.3292975,17:00.0,11/5/2008,20:17:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
18:00.0,39.9808848,116.329262,18:00.0,11/5/2008,20:18:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
19:00.0,39.98097743,116.329286,19:00.0,11/5/2008,20:19:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
20:00.0,39.9810278,116.3292996,20:00.0,11/5/2008,20:20:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
21:00.0,39.9811444,116.3293059,21:00.0,11/5/2008,20:21:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
22:00.0,39.9815276,116.3293081,22:00.0,11/5/2008,20:22:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
23:00.0,39.98161181,116.3292456,23:00.0,11/5/2008,20:23:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
34:00.0,39.98115848,116.3292286,34:00.0,11/5/2008,20:34:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
35:00.0,39.98126703,116.3292717,35:00.0,11/5/2008,20:35:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
36:00.0,39.9812537,116.3292688,36:00.0,11/5/2008,20:36:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
37:00.0,39.98113817,116.3292366,37:00.0,11/5/2008,20:37:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
38:00.0,39.98109747,116.3292235,38:00.0,11/5/2008,20:38:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
39:00.0,39.98112067,116.3292306,39:00.0,11/5/2008,20:39:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
40:00.0,39.9810332,116.3292501,40:00.0,11/5/2008,20:40:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
41:00.0,39.9810387,116.3292917,41:00.0,11/5/2008,20:41:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
42:00.0,39.98092313,116.3293234,42:00.0,11/5/2008,20:42:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
43:00.0,39.9808627,116.3293196,43:00.0,11/5/2008,20:43:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
44:00.0,39.98077894,116.3293137,44:00.0,11/5/2008,20:44:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
53:00.0,39.9810332,116.3293174,53:00.0,11/5/2008,20:53:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
54:00.0,39.9810917,116.3292903,54:00.0,11/5/2008,20:54:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
55:00.0,39.98109027,116.3292911,55:00.0,11/5/2008,20:55:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
56:00.0,39.98108657,116.3292954,56:00.0,11/5/2008,20:56:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
57:00.0,39.98108923,116.3292984,57:00.0,11/5/2008,20:57:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
58:00.0,39.98109147,116.3292967,58:00.0,11/5/2008,20:58:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
59:00.0,39.98109383,116.3292971,59:00.0,11/5/2008,20:59:00,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
59:30.0,39.98109383,116.3292971,59:30.0,11/5/2008,20:59:30,20,2Wednesday,1,58,39.98103746,116.3292814,-2,-1,-1,-1
59:30.0,39.9811005,116.3292998,59:30.0,11/5/2008,20:59:30,20,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
00:00.0,39.9811005,116.3292998,00:00.0,11/5/2008,21:00:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
01:00.0,39.9811079,116.3293023,01:00.0,11/5/2008,21:01:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
02:00.0,39.98110483,116.3293019,02:00.0,11/5/2008,21:02:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
03:00.0,39.9811005,116.3293015,03:00.0,11/5/2008,21:03:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
08:00.0,39.98082855,116.3293064,08:00.0,11/5/2008,21:08:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
09:00.0,39.98090227,116.3293202,09:00.0,11/5/2008,21:09:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
10:00.0,39.98100483,116.3293131,10:00.0,11/5/2008,21:10:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
11:00.0,39.9810896,116.3292458,11:00.0,11/5/2008,21:11:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
12:00.0,39.9809858,116.3291871,12:00.0,11/5/2008,21:12:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
13:00.0,39.98109286,116.3292241,13:00.0,11/5/2008,21:13:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
30:00.0,39.98083883,116.3293699,30:00.0,11/5/2008,21:30:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
31:00.0,39.98083547,116.3293686,31:00.0,11/5/2008,21:31:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
32:00.0,39.98084887,116.3293514,32:00.0,11/5/2008,21:32:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
33:00.0,39.98097297,116.3293259,33:00.0,11/5/2008,21:33:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
34:00.0,39.98143247,116.3293341,34:00.0,11/5/2008,21:34:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
35:00.0,39.98177777,116.3293698,35:00.0,11/5/2008,21:35:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
36:00.0,39.98183623,116.3293285,36:00.0,11/5/2008,21:36:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
37:00.0,39.9817964,116.3292851,37:00.0,11/5/2008,21:37:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
38:00.0,39.98173257,116.3292291,38:00.0,11/5/2008,21:38:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
39:00.0,39.9817467,116.3292088,39:00.0,11/5/2008,21:39:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
40:00.0,39.9818021,116.3291811,40:00.0,11/5/2008,21:40:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
41:00.0,39.98157293,116.3292623,41:00.0,11/5/2008,21:41:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
42:00.0,39.9815204,116.3292503,42:00.0,11/5/2008,21:42:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
43:00.0,39.98152437,116.3292561,43:00.0,11/5/2008,21:43:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
44:00.0,39.98151207,116.3292639,44:00.0,11/5/2008,21:44:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
45:00.0,39.98142103,116.3292863,45:00.0,11/5/2008,21:45:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
46:00.0,39.98142256,116.3292889,46:00.0,11/5/2008,21:46:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
49:00.0,39.9811261,116.3292917,49:00.0,11/5/2008,21:49:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
50:00.0,39.9811852,116.3293144,50:00.0,11/5/2008,21:50:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
51:00.0,39.98115677,116.3292937,51:00.0,11/5/2008,21:51:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
52:00.0,39.98101383,116.329331,52:00.0,11/5/2008,21:52:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
57:00.0,39.9807469,116.3293805,57:00.0,11/5/2008,21:57:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
58:00.0,39.98093153,116.3293624,58:00.0,11/5/2008,21:58:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
59:00.0,39.98095973,116.3292555,59:00.0,11/5/2008,21:59:00,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
59:30.0,39.98095973,116.3292555,59:30.0,11/5/2008,21:59:30,21,2Wednesday,1,59,39.98123622,116.3292939,-2,-1,-1,-1
59:30.0,39.9808446,116.3292531,59:30.0,11/5/2008,21:59:30,21,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
00:00.0,39.9808446,116.3292531,00:00.0,11/5/2008,22:00:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
01:00.0,39.9807912,116.3293155,01:00.0,11/5/2008,22:01:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
02:00.0,39.98083713,116.3292328,02:00.0,11/5/2008,22:02:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
03:00.0,39.981002,116.329221,03:00.0,11/5/2008,22:03:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
11:00.0,39.98077392,116.3292987,11:00.0,11/5/2008,22:11:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
12:00.0,39.9810746,116.3292021,12:00.0,11/5/2008,22:12:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
13:00.0,39.98095707,116.3292325,13:00.0,11/5/2008,22:13:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
14:00.0,39.9809842,116.3292605,14:00.0,11/5/2008,22:14:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
15:00.0,39.9809205,116.3292936,15:00.0,11/5/2008,22:15:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
16:00.0,39.98100207,116.3292388,16:00.0,11/5/2008,22:16:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
17:00.0,39.981003,116.3292232,17:00.0,11/5/2008,22:17:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
18:00.0,39.9809023,116.3292344,18:00.0,11/5/2008,22:18:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
19:00.0,39.98088177,116.3293119,19:00.0,11/5/2008,22:19:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
20:00.0,39.980803,116.3293183,20:00.0,11/5/2008,22:20:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
30:00.0,39.98105367,116.3292345,30:00.0,11/5/2008,22:30:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
31:00.0,39.98106233,116.3292248,31:00.0,11/5/2008,22:31:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
32:00.0,39.98105517,116.3292354,32:00.0,11/5/2008,22:32:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
33:00.0,39.981019,116.3292332,33:00.0,11/5/2008,22:33:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
34:00.0,39.98104443,116.3292342,34:00.0,11/5/2008,22:34:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
35:00.0,39.98106663,116.329252,35:00.0,11/5/2008,22:35:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
36:00.0,39.98105057,116.3292597,36:00.0,11/5/2008,22:36:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
37:00.0,39.98093403,116.3292323,37:00.0,11/5/2008,22:37:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
38:00.0,39.9809378,116.3291926,38:00.0,11/5/2008,22:38:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
39:00.0,39.9808634,116.3291927,39:00.0,11/5/2008,22:39:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
40:00.0,39.98091533,116.3292064,40:00.0,11/5/2008,22:40:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
41:00.0,39.98093092,116.3291454,41:00.0,11/5/2008,22:41:00,22,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
09:30.0,39.98093092,116.3291454,09:30.0,11/5/2008,23:09:30,23,2Wednesday,1,60,39.98095041,116.3292415,-2,-1,-1,-1
09:30.0,39.98113018,116.3293134,09:30.0,11/5/2008,23:09:30,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
38:00.0,39.98113018,116.3293134,38:00.0,11/5/2008,23:38:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
39:00.0,39.98094707,116.3292726,39:00.0,11/5/2008,23:39:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
40:00.0,39.98087953,116.3292632,40:00.0,11/5/2008,23:40:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
41:00.0,39.98095453,116.3292483,41:00.0,11/5/2008,23:41:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
42:00.0,39.98094003,116.3291296,42:00.0,11/5/2008,23:42:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
43:00.0,39.98093497,116.3291785,43:00.0,11/5/2008,23:43:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
44:00.0,39.98098293,116.3293067,44:00.0,11/5/2008,23:44:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
45:00.0,39.9808581,116.3292672,45:00.0,11/5/2008,23:45:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
46:00.0,39.98087837,116.3291913,46:00.0,11/5/2008,23:46:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
47:00.0,39.98093077,116.3292006,47:00.0,11/5/2008,23:47:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
48:00.0,39.98089683,116.3291767,48:00.0,11/5/2008,23:48:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
49:00.0,39.9810133,116.3291677,49:00.0,11/5/2008,23:49:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
50:00.0,39.9809214,116.3292128,50:00.0,11/5/2008,23:50:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
51:00.0,39.98118013,116.3292769,51:00.0,11/5/2008,23:51:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
52:00.0,39.98110907,116.3292585,52:00.0,11/5/2008,23:52:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
53:00.0,39.98114237,116.3292048,53:00.0,11/5/2008,23:53:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
54:00.0,39.9811463,116.329217,54:00.0,11/5/2008,23:54:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
55:00.0,39.981016,116.3292128,55:00.0,11/5/2008,23:55:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
56:00.0,39.98091177,116.3292003,56:00.0,11/5/2008,23:56:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
57:00.0,39.98095903,116.3291853,57:00.0,11/5/2008,23:57:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
58:00.0,39.98099317,116.3292235,58:00.0,11/5/2008,23:58:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
59:00.0,39.9809151,116.3292367,59:00.0,11/5/2008,23:59:00,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
59:30.0,39.9809151,116.3292367,59:30.0,11/5/2008,23:59:30,23,2Wednesday,1,61,39.98098368,116.3292247,-2,-1,-1,-1
59:30.0,39.98105387,116.3292638,59:30.0,11/5/2008,23:59:30,23,2Wednesday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
00:00.0,39.98105387,116.3292638,00:00.0,11/6/2008,0:00:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
01:00.0,39.9810193,116.3293173,01:00.0,11/6/2008,0:01:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
02:00.0,39.98091327,116.3292773,02:00.0,11/6/2008,0:02:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
03:00.0,39.98090967,116.3292457,03:00.0,11/6/2008,0:03:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
04:00.0,39.9808449,116.3291758,04:00.0,11/6/2008,0:04:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
05:00.0,39.98078387,116.3292434,05:00.0,11/6/2008,0:05:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
06:00.0,39.98078967,116.3292371,06:00.0,11/6/2008,0:06:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
07:00.0,39.9810454,116.329254,07:00.0,11/6/2008,0:07:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
08:00.0,39.98107003,116.3292184,08:00.0,11/6/2008,0:08:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
09:00.0,39.98095533,116.3292724,09:00.0,11/6/2008,0:09:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
10:00.0,39.9810126,116.3293978,10:00.0,11/6/2008,0:10:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
11:00.0,39.98101983,116.3293828,11:00.0,11/6/2008,0:11:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
12:00.0,39.9808953,116.3293189,12:00.0,11/6/2008,0:12:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
13:00.0,39.98113417,116.3294055,13:00.0,11/6/2008,0:13:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
14:00.0,39.9810987,116.3294505,14:00.0,11/6/2008,0:14:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
15:00.0,39.9809762,116.3293184,15:00.0,11/6/2008,0:15:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
16:00.0,39.98103847,116.329336,16:00.0,11/6/2008,0:16:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
17:00.0,39.98086347,116.3293121,17:00.0,11/6/2008,0:17:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
18:00.0,39.98102523,116.3294263,18:00.0,11/6/2008,0:18:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
19:00.0,39.98108203,116.3294194,19:00.0,11/6/2008,0:19:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
20:00.0,39.98100437,116.329351,20:00.0,11/6/2008,0:20:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
21:00.0,39.9811331,116.3293984,21:00.0,11/6/2008,0:21:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
22:00.0,39.9812129,116.329433,22:00.0,11/6/2008,0:22:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
23:00.0,39.98085577,116.3291613,23:00.0,11/6/2008,0:23:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
24:00.0,39.980966,116.3291671,24:00.0,11/6/2008,0:24:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
25:00.0,39.98089747,116.3290749,25:00.0,11/6/2008,0:25:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
26:00.0,39.9809182,116.329272,26:00.0,11/6/2008,0:26:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
27:00.0,39.98100163,116.3293082,27:00.0,11/6/2008,0:27:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
28:00.0,39.9809543,116.3293495,28:00.0,11/6/2008,0:28:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
29:00.0,39.9808701,116.3292025,29:00.0,11/6/2008,0:29:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
30:00.0,39.98086967,116.3292775,30:00.0,11/6/2008,0:30:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
31:00.0,39.98099297,116.3293919,31:00.0,11/6/2008,0:31:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
32:00.0,39.9809242,116.3293149,32:00.0,11/6/2008,0:32:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
33:00.0,39.9810014,116.3294287,33:00.0,11/6/2008,0:33:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
34:00.0,39.9810137,116.3293695,34:00.0,11/6/2008,0:34:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
35:00.0,39.981031,116.3293956,35:00.0,11/6/2008,0:35:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
45:00.0,39.98080164,116.3291586,45:00.0,11/6/2008,0:45:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
46:00.0,39.98073273,116.3290934,46:00.0,11/6/2008,0:46:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
47:00.0,39.98066003,116.3289309,47:00.0,11/6/2008,0:47:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
48:00.0,39.98074813,116.3291244,48:00.0,11/6/2008,0:48:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
49:00.0,39.98089367,116.329167,49:00.0,11/6/2008,0:49:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
50:00.0,39.9808931,116.329176,50:00.0,11/6/2008,0:50:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
51:00.0,39.98084657,116.3292131,51:00.0,11/6/2008,0:51:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
52:00.0,39.98093797,116.3291949,52:00.0,11/6/2008,0:52:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
53:00.0,39.98091873,116.3291951,53:00.0,11/6/2008,0:53:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
54:00.0,39.9809069,116.3292106,54:00.0,11/6/2008,0:54:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
55:00.0,39.98084197,116.3292696,55:00.0,11/6/2008,0:55:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
59:00.0,39.98084197,116.3292696,59:00.0,11/6/2008,0:59:00,0,3Thursday,1,62,39.98094382,116.3292745,-2,-1,-1,-1
59:00.0,39.98111753,116.3293369,59:00.0,11/6/2008,0:59:00,0,3Thursday,1,63,39.98089198,116.3292839,-2,-1,-1,-1
